EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
137,24.0,No,Travel_Frequently,1178,Research & Development,10,3,Medical,1,3,Male,70,3,4,Laboratory Technician,3,Married,18606.0,3243,0,Y,No,18,4,4,80,2,30,3,1,30,20,14,12
138,47.0,Yes,Travel_Rarely,885,Research & Development,2,1,Human Resources,1,2,Male,83,4,1,Research Scientist,2,Single,12183.0,25501,8,Y,No,13,3,3,80,1,20,5,3,20,20,14,16
139,24.0,No,Travel_Rarely,404,Research & Development,25,2,Marketing,1,1,Female,73,3,4,Research Director,3,Married,11190.0,12061,5,Y,No,22,3,4,80,1,40,2,2,40,0,5,0
140,20.0,No,Travel_Rarely,201,Human Resources,10,4,Other,1,3,Female,40,2,3,Manager,3,Divorced,14400.0,21514,5,Y,Yes,19,3,1,80,0,25,1,2,25,14,15,3
141,18.0,No,Travel_Rarely,874,Human Resources,23,2,Medical,1,2,Male,43,1,5,Manager,1,Single,1268.0,23863,3,Y,No,20,3,1,80,0,37,3,3,37,16,7,9
142,53.0,Yes,Travel_Rarely,1331,Sales,18,2,Medical,1,1,Female,71,3,5,Sales Executive,2,Married,5207.0,3653,1,Y,No,23,3,1,80,2,35,0,4,35,13,2,2
143,42.0,No,Travel_Rarely,1438,Research & Development,1,1,Human Resources,1,1,Female,41,4,4,Laboratory Technician,4,Single,8055.0,26688,7,Y,No,15,4,3,80,0,16,5,4,16,1,0,1
144,54.0,Yes,Travel_Rarely,1172,Research & Development,5,3,Human Resources,1,1,Female,46,4,1,Manufacturing Director,4,Married,18170.0,9974,7,Y,No,20,3,1,80,1,2,5,4,2,1,4,0
145,18.0,No,Travel_Rarely,671,Sales,12,5,Human Resources,1,4,Male,54,1,5,Sales Executive,3,Single,19999.0,11491,2,Y,No,19,3,1,80,1,13,4,3,13,12,15,10
146,32.0,No,Travel_Rarely,247,Sales,17,1,Marketing,1,3,Male,55,2,5,Sales Representative,1,Single,5467.0,4304,6,Y,No,17,4,4,80,3,12,0,2,12,0,11,0
147,54.0,No,Travel_Rarely,1334,Research & Development,25,5,Medical,1,1,Male,76,3,3,Manufacturing Director,1,Divorced,3583.0,25304,6,Y,No,25,3,3,80,1,40,1,2,40,5,14,2
148,30.0,Yes,Travel_Rarely,1495,Research & Development,19,2,Technical Degree,1,1,Female,54,3,4,Healthcare Representative,1,Married,8213.0,13498,4,Y,No,25,3,2,80,2,26,3,1,26,20,2,17
149,57.0,Yes,Non-Travel,696,Sales,18,5,Marketing,1,2,Male,89,1,5,Manager,2,Married,12084.0,14338,4,Y,No,25,3,1,80,3,0,2,2,0,0,5,0
150,25.0,Yes,Travel_Rarely,1077,Sales,13,3,Life Sciences,1,3,Male,89,3,5,Sales Representative,2,Married,8300.0,5814,7,Y,No,20,3,4,80,0,16,3,4,16,4,14,4
151,22.0,Yes,Travel_Rarely,1170,Human Resources,22,1,Other,1,2,Female,56,1,5,Human Resources,1,Single,13238.0,26796,3,Y,No,13,3,2,80,3,33,6,4,33,6,2,0
152,26.0,Yes,Travel_Rarely,598,Sales,3,3,Human Resources,1,3,Female,72,1,5,Sales Representative,4,Married,3403.0,14509,0,Y,No,16,4,1,80,1,13,1,1,13,0,0,0
153,18.0,No,Travel_Rarely,254,Sales,21,3,Medical,1,1,Female,49,2,1,Manager,4,Single,9262.0,7038,0,Y,No,20,3,2,80,2,16,1,1,16,12,8,7
154,53.0,Yes,Non-Travel,329,Research & Development,10,1,Other,1,4,Male,92,1,2,Healthcare Representative,2,Married,9201.0,18025,8,Y,Yes,12,3,2,80,0,2,1,2,2,2,4,2
155,52.0,Yes,Non-Travel,1423,Human Resources,14,3,Marketing,1,2,Male,54,3,3,Manager,1,Single,7701.0,15365,3,Y,No,16,3,3,80,0,33,1,1,33,0,12,0
156,19.0,No,Travel_Rarely,257,Sales,8,4,Life Sciences,1,4,Female,56,1,1,Sales Executive,4,Married,4724.0,5781,0,Y,No,22,3,3,80,1,39,6,1,39,12,14,0
157,57.0,No,Travel_Rarely,1022,Research & Development,10,4,Marketing,1,4,Male,81,3,3,Laboratory Technician,4,Divorced,18355.0,3958,1,Y,Yes,15,3,1,80,2,24,5,3,24,10,15,1
158,40.0,No,Travel_Frequently,1370,Research & Development,2,4,Marketing,1,4,Male,39,1,5,Research Director,2,Divorced,15262.0,19680,9,Y,No,23,3,1,80,1,1,3,2,1,0,12,0
159,26.0,No,Travel_Rarely,667,Sales,28,5,Technical Degree,1,3,Male,79,2,3,Manager,2,Married,3745.0,8341,6,Y,Yes,13,3,3,80,1,33,0,4,33,6,1,2
160,51.0,Yes,Travel_Rarely,1274,Research & Development,13,3,Other,1,3,Male,59,2,4,Research Scientist,4,Single,4582.0,24107,1,Y,No,24,3,1,80,2,25,2,3,25,19,1,2
161,31.0,No,Non-Travel,398,Research & Development,5,1,Technical Degree,1,4,Male,30,1,4,Manufacturing Director,1,Married,12381.0,11224,0,Y,No,25,3,1,80,1,30,2,4,30,2,10,1
162,21.0,No,Travel_Rarely,1177,Research & Development,11,1,Marketing,1,1,Male,83,1,2,Healthcare Representative,4,Divorced,8656.0,7082,9,Y,No,17,3,3,80,2,8,4,1,8,8,13,7
163,47.0,No,Travel_Rarely,1346,Research & Development,24,5,Life Sciences,1,1,Male,33,1,2,Laboratory Technician,4,Single,8040.0,22706,8,Y,No,21,3,2,80,2,29,5,1,29,0,8,0
164,48.0,No,Travel_Rarely,865,Research & Development,1,1,Medical,1,4,Male,36,2,3,Research Scientist,1,Divorced,6585.0,9301,4,Y,Yes,14,3,1,80,1,19,1,4,19,7,11,5
165,55.0,No,Non-Travel,664,Sales,26,4,Medical,1,2,Female,59,4,1,Manager,2,Married,5816.0,16275,3,Y,No,21,3,4,80,1,20,1,3,20,16,15,13
166,28.0,No,Travel_Rarely,566,Research & Development,10,3,Other,1,2,Male,94,1,1,Research Director,1,Divorced,2085.0,17375,3,Y,Yes,24,3,3,80,3,28,1,3,28,12,0,6
167,52.0,Yes,Travel_Rarely,585,Research & Development,27,1,Human Resources,1,3,Female,58,4,5,Research Scientist,1,Divorced,13512.0,21612,0,Y,No,16,3,1,80,0,24,5,3,24,13,9,0
168,25.0,Yes,Travel_Rarely,543,Sales,29,1,Human Resources,1,2,Male,54,1,1,Sales Representative,1,Divorced,13279.0,24952,2,Y,No,19,3,1,80,0,37,0,1,37,36,2,22
169,20.0,No,Travel_Rarely,1004,Sales,28,2,Medical,1,1,Male,69,3,2,Sales Executive,1,Single,8680.0,19859,0,Y,No,22,3,3,80,2,24,1,2,24,23,11,4
170,31.0,No,Travel_Rarely,962,Research & Development,13,2,Marketing,1,4,Female,55,2,1,Manufacturing Director,2,Single,8829.0,4407,4,Y,No,24,3,4,80,3,8,4,1,8,5,12,2
171,30.0,Yes,Non-Travel,1261,Research & Development,28,2,Marketing,1,2,Male,46,4,5,Healthcare Representative,4,Married,8845.0,25927,4,Y,No,16,3,4,80,2,38,4,4,38,22,12,0
172,49.0,No,Travel_Rarely,1025,Sales,4,3,Technical Degree,1,4,Male,60,4,4,Manager,3,Single,19732.0,19319,8,Y,No,14,3,3,80,3,25,0,3,25,23,9,20
173,51.0,Yes,Travel_Rarely,391,Research & Development,21,4,Other,1,2,Male,90,2,1,Manufacturing Director,2,Single,6461.0,15245,7,Y,No,25,3,4,80,2,36,5,2,36,28,10,26
174,36.0,No,Non-Travel,1333,Sales,10,4,Technical Degree,1,3,Female,37,4,1,Sales Representative,1,Married,16243.0,13159,4,Y,Yes,20,3,1,80,0,15,1,3,15,5,6,0
175,55.0,No,Non-Travel,851,Research & Development,12,4,Human Resources,1,1,Male,98,1,2,Research Scientist,4,Married,13104.0,7415,4,Y,No,25,3,4,80,3,36,6,1,36,26,13,9
176,33.0,No,Non-Travel,1334,Sales,14,3,Medical,1,3,Male,30,4,3,Sales Representative,4,Married,17215.0,4245,6,Y,Yes,12,3,1,80,1,11,3,2,11,5,0,3
177,19.0,Yes,Non-Travel,974,Research & Development,27,3,Marketing,1,4,Female,75,1,4,Research Director,1,Married,19733.0,24073,1,Y,Yes,19,3,2,80,1,23,3,2,23,20,1,19
178,57.0,Yes,Travel_Rarely,762,Research & Development,3,2,Medical,1,1,Male,49,4,3,Research Director,2,Single,13798.0,22721,6,Y,Yes,25,3,4,80,0,25,2,1,25,7,13,0
179,34.0,No,Travel_Frequently,1247,Human Resources,28,1,Life Sciences,1,1,Male,69,3,5,Human Resources,1,Divorced,4345.0,8572,0,Y,No,24,3,2,80,3,19,0,3,19,12,5,1
180,51.0,No,Travel_Rarely,1019,Sales,2,5,Medical,1,3,Male,31,4,5,Sales Representative,4,Single,9918.0,5950,4,Y,No,14,3,3,80,1,8,3,3,8,1,8,0
181,59.0,No,Travel_Rarely,1008,Research & Development,28,5,Life Sciences,1,2,Female,90,4,3,Research Scientist,4,Married,8523.0,21042,5,Y,No,14,3,4,80,1,22,2,3,22,22,11,15
182,33.0,No,Travel_Rarely,223,Sales,19,1,Technical Degree,1,3,Male,59,1,2,Sales Representative,2,Married,9609.0,24533,9,Y,No,12,3,1,80,1,38,4,1,38,30,8,14
183,55.0,Yes,Travel_Rarely,167,Human Resources,11,2,Technical Degree,1,4,Male,59,2,2,Manager,3,Divorced,15209.0,12006,0,Y,Yes,25,3,4,80,0,28,2,4,28,3,11,3
184,19.0,Yes,Non-Travel,574,Research & Development,21,1,Human Resources,1,2,Male,74,3,2,Manufacturing Director,1,Single,2424.0,9485,8,Y,No,15,3,3,80,2,30,1,4,30,16,7,12
185,19.0,No,Travel_Rarely,457,Sales,7,1,Medical,1,3,Female,53,2,4,Manager,3,Married,14906.0,21667,8,Y,No,23,3,3,80,1,18,1,3,18,4,13,1
186,43.0,No,Travel_Rarely,1469,Research & Development,18,5,Medical,1,3,Male,85,1,5,Research Director,4,Married,11422.0,19680,0,Y,Yes,16,4,1,80,1,19,4,2,19,2,2,1
187,30.0,Yes,Non-Travel,620,Research & Development,29,2,Life Sciences,1,2,Female,90,3,5,Laboratory Technician,3,Single,8989.0,3647,3,Y,No,20,3,4,80,2,22,0,4,22,3,1,1
188,48.0,Yes,Travel_Rarely,932,Research & Development,14,3,Technical Degree,1,2,Male,42,4,5,Manufacturing Director,1,Married,6299.0,17045,7,Y,No,16,4,2,80,1,26,5,3,26,22,0,17
189,51.0,No,Travel_Rarely,723,Research & Development,7,5,Life Sciences,1,2,Female,85,2,4,Laboratory Technician,1,Divorced,16742.0,26935,1,Y,No,13,3,3,80,3,29,1,4,29,4,10,1
190,56.0,No,Travel_Rarely,1451,Sales,22,3,Technical Degree,1,3,Female,44,2,5,Sales Representative,4,Divorced,4094.0,21836,7,Y,No,22,3,3,80,1,20,1,3,20,13,10,1
191,20.0,Yes,Non-Travel,1453,Sales,7,2,Life Sciences,1,2,Male,40,2,3,Sales Executive,2,Single,3579.0,11356,9,Y,No,25,3,1,80,2,34,2,4,34,14,8,2
192,25.0,No,Travel_Rarely,526,Research & Development,23,1,Technical Degree,1,2,Male,41,4,1,Research Scientist,2,Single,14676.0,10092,8,Y,No,25,3,4,80,0,6,2,4,6,3,12,0
193,40.0,Yes,Travel_Rarely,1108,Human Resources,9,4,Life Sciences,1,2,Male,32,1,4,Human Resources,4,Single,7397.0,24013,8,Y,Yes,24,3,2,80,0,21,2,2,21,16,13,15
194,31.0,Yes,Travel_Rarely,542,Research & Development,23,4,Technical Degree,1,1,Male,53,4,1,Manufacturing Director,1,Married,2494.0,5244,0,Y,No,19,4,4,80,3,9,3,2,9,5,4,5
195,44.0,Yes,Travel_Rarely,700,Research & Development,12,2,Other,1,4,Female,38,4,3,Healthcare Representative,2,Single,15444.0,25571,8,Y,Yes,17,3,4,80,1,22,6,4,22,9,11,8
196,46.0,No,Travel_Rarely,1218,Research & Development,29,4,Life Sciences,1,2,Male,75,1,2,Manager,3,Single,19531.0,6025,3,Y,No,23,3,2,80,1,14,4,3,14,5,15,1
197,56.0,Yes,Non-Travel,861,Research & Development,6,3,Medical,1,4,Male,89,1,2,Manufacturing Director,4,Divorced,8617.0,13892,7,Y,No,24,3,1,80,2,29,0,2,29,22,2,13
198,56.0,No,Travel_Rarely,1054,Research & Development,26,4,Human Resources,1,2,Male,40,4,2,Healthcare Representative,3,Divorced,17635.0,10694,8,Y,No,13,4,3,80,2,33,2,1,33,16,9,15
199,18.0,Yes,Travel_Rarely,1440,Research & Development,24,2,Other,1,2,Female,39,1,4,Laboratory Technician,1,Single,12540.0,15877,2,Y,No,14,3,1,80,3,12,0,2,12,3,9,2
200,34.0,No,Non-Travel,586,Research & Development,7,2,Other,1,1,Male,32,2,2,Manager,2,Married,11596.0,24754,5,Y,No,17,3,1,80,3,3,6,4,3,3,10,1
201,58.0,Yes,Non-Travel,838,Research & Development,22,3,Life Sciences,1,1,Male,48,3,4,Laboratory Technician,1,Married,10796.0,22588,2,Y,No,21,3,4,80,1,17,2,4,17,8,4,7
202,47.0,No,Travel_Rarely,747,Sales,4,4,Human Resources,1,2,Male,31,1,4,Manager,3,Single,8006.0,22196,0,Y,No,18,3,2,80,1,22,1,1,22,14,13,2
203,30.0,Yes,Travel_Rarely,995,Sales,16,4,Medical,1,2,Female,46,3,1,Sales Executive,1,Married,1204.0,11002,9,Y,No,16,3,3,80,3,32,6,2,32,21,10,1
204,38.0,No,Non-Travel,104,Research & Development,7,1,Other,1,2,Female,31,2,2,Manager,1,Married,13182.0,25638,5,Y,No,14,3,4,80,0,33,0,4,33,5,14,2
205,36.0,No,Travel_Rarely,731,Research & Development,28,5,Medical,1,4,Male,82,1,5,Healthcare Representative,4,Divorced,9625.0,2785,4,Y,Yes,22,3,3,80,0,33,3,1,33,3,11,1
206,36.0,No,Travel_Rarely,1494,Sales,8,2,Technical Degree,1,2,Male,45,4,2,Sales Executive,4,Married,14566.0,2227,2,Y,No,12,3,4,80,0,35,2,1,35,22,2,8
207,42.0,No,Travel_Rarely,976,Sales,8,1,Human Resources,1,4,Male,39,4,2,Sales Executive,1,Married,5494.0,6947,3,Y,No,20,3,2,80,0,34,5,3,34,18,8,15
208,39.0,Yes,Travel_Rarely,1085,Research & Development,28,2,Marketing,1,1,Male,97,2,2,Healthcare Representative,4,Married,12663.0,9477,1,Y,Yes,18,3,3,80,3,16,4,2,16,12,12,5
209,48.0,No,Travel_Rarely,1311,Sales,28,1,Technical Degree,1,4,Female,72,1,5,Manager,1,Single,7232.0,19211,9,Y,No,11,4,3,80,2,27,1,2,27,11,0,9
210,34.0,No,Travel_Rarely,125,Sales,20,5,Human Resources,1,2,Female,87,4,5,Sales Executive,3,Married,19999.0,18762,9,Y,No,19,4,1,80,0,13,6,2,13,3,0,3
211,40.0,No,Travel_Frequently,261,Research & Development,26,1,Life Sciences,1,1,Male,89,1,4,Research Scientist,4,Married,9845.0,15894,3,Y,No,25,3,4,80,3,33,6,4,33,2,2,1
212,49.0,Yes,Travel_Rarely,844,Research & Development,25,2,Life Sciences,1,3,Female,53,3,5,Manufacturing Director,1,Single,7460.0,12217,3,Y,No,18,3,4,80,0,10,2,1,10,2,5,2
213,27.0,No,Non-Travel,1253,Research & Development,3,4,Medical,1,1,Male,45,4,4,Manager,4,Single,18144.0,16720,2,Y,No,13,3,4,80,1,12,6,3,12,1,10,0
214,27.0,Yes,Travel_Rarely,632,Sales,9,2,Other,1,3,Female,38,2,1,Sales Executive,1,Single,,8256,5,Y,No,20,3,1,80,0,32,0,2,32,26,13,17
215,53.0,No,Travel_Rarely,982,Research & Development,19,3,Marketing,1,4,Female,35,4,4,Healthcare Representative,4,Divorced,10341.0,13556,0,Y,No,14,3,1,80,3,1,2,3,1,0,1,0
216,25.0,Yes,Travel_Rarely,509,Sales,13,3,Life Sciences,1,1,Male,94,2,2,Sales Executive,2,Single,12702.0,13568,8,Y,Yes,20,3,3,80,1,33,1,3,33,9,13,3
217,37.0,No,Travel_Rarely,1196,Research & Development,7,3,Human Resources,1,1,Female,53,2,3,Research Scientist,1,Single,1807.0,24466,9,Y,Yes,14,3,4,80,1,28,4,1,28,16,15,8
218,49.0,No,Travel_Rarely,1356,Research & Development,20,3,Other,1,1,Male,39,3,3,Healthcare Representative,2,Married,14031.0,10482,2,Y,No,12,3,4,80,0,36,4,2,36,14,0,3
219,31.0,No,Non-Travel,954,Research & Development,21,5,Other,1,4,Male,56,3,2,Laboratory Technician,1,Married,19999.0,21932,2,Y,No,22,3,3,80,0,3,4,3,3,2,7,0
220,45.0,No,Travel_Rarely,1229,Research & Development,29,4,Human Resources,1,2,Male,32,2,4,Healthcare Representative,2,Single,13640.0,9688,2,Y,Yes,21,3,3,80,1,11,5,2,11,8,10,4
221,41.0,Yes,Non-Travel,1000,Research & Development,15,4,Other,1,4,Male,67,4,2,Research Director,1,Divorced,19182.0,2059,6,Y,No,20,3,3,80,2,25,1,2,25,3,15,3
222,32.0,Yes,Travel_Rarely,108,Research & Development,19,2,Life Sciences,1,1,Female,46,2,5,Healthcare Representative,4,Divorced,4197.0,7431,7,Y,Yes,15,3,2,80,3,27,5,2,27,14,9,14
223,39.0,Yes,Travel_Rarely,149,Sales,2,1,Human Resources,1,2,Female,77,1,4,Manager,2,Married,1394.0,21054,1,Y,No,23,3,2,80,3,2,5,3,2,2,14,1
224,47.0,No,Travel_Rarely,541,Research & Development,12,2,Human Resources,1,1,Female,78,1,2,Research Director,4,Married,6326.0,16424,0,Y,Yes,22,3,3,80,3,19,6,1,19,15,8,11
225,21.0,Yes,Travel_Rarely,135,Sales,8,2,Medical,1,1,Female,72,4,5,Sales Representative,1,Single,14094.0,5339,4,Y,Yes,13,3,1,80,3,9,2,1,9,7,9,2
226,30.0,No,Travel_Rarely,1325,Sales,23,2,Marketing,1,3,Female,36,4,5,Sales Representative,4,Married,14377.0,21173,7,Y,Yes,22,3,1,80,3,17,1,3,17,16,12,13
227,40.0,No,Travel_Rarely,217,Human Resources,23,2,Medical,1,1,Male,97,3,4,Human Resources,1,Divorced,1009.0,5654,2,Y,No,21,3,4,80,1,26,1,4,26,20,11,2
228,25.0,No,Travel_Rarely,801,Research & Development,8,4,Marketing,1,4,Male,50,1,1,Manager,4,Single,17389.0,15187,5,Y,No,11,3,2,80,3,30,6,2,30,0,0,0
229,35.0,No,Travel_Rarely,853,Research & Development,13,1,Human Resources,1,4,Male,54,2,1,Healthcare Representative,2,Single,10505.0,7548,2,Y,No,12,3,2,80,2,26,2,2,26,6,2,5
230,29.0,No,Travel_Rarely,1292,Research & Development,1,2,Other,1,4,Female,90,2,5,Research Director,1,Married,3569.0,23486,5,Y,No,21,3,3,80,2,0,3,1,0,0,13,0
231,48.0,No,Non-Travel,329,Research & Development,28,4,Marketing,1,2,Female,57,1,1,Laboratory Technician,4,Single,18187.0,25902,3,Y,Yes,22,3,3,80,0,5,5,3,5,4,4,3
232,31.0,No,Non-Travel,659,Research & Development,24,2,Human Resources,1,3,Male,81,1,5,Manufacturing Director,1,Divorced,4255.0,21046,6,Y,No,17,3,3,80,0,10,4,3,10,1,15,0
233,51.0,No,Non-Travel,1273,Research & Development,10,3,Human Resources,1,3,Female,42,3,1,Manager,1,Single,5536.0,18585,9,Y,No,25,3,3,80,0,33,0,4,33,11,6,3
234,35.0,No,Non-Travel,307,Research & Development,28,2,Medical,1,1,Female,63,1,5,Manager,1,Divorced,15758.0,9087,0,Y,No,11,4,3,80,0,38,5,4,38,29,9,29
235,51.0,No,Travel_Rarely,1184,Sales,21,2,Medical,1,1,Male,96,3,5,Sales Representative,3,Married,6131.0,15334,0,Y,No,25,3,1,80,1,19,0,1,19,0,3,0
236,28.0,Yes,Travel_Frequently,1240,Research & Development,24,5,Other,1,3,Male,33,4,5,Healthcare Representative,1,Married,2336.0,10662,4,Y,Yes,22,3,1,80,2,20,2,4,20,14,5,14
237,58.0,No,Travel_Rarely,338,Sales,9,3,Technical Degree,1,2,Male,73,4,5,Sales Representative,4,Single,13565.0,9943,8,Y,No,23,4,3,80,1,20,0,4,20,6,0,0
238,29.0,No,Non-Travel,966,Sales,29,1,Life Sciences,1,4,Male,44,1,3,Sales Representative,3,Married,13475.0,21410,4,Y,No,23,3,1,80,2,17,3,3,17,16,3,8
239,32.0,Yes,Travel_Rarely,147,Research & Development,2,2,Technical Degree,1,1,Male,37,1,1,Research Scientist,4,Divorced,1434.0,5356,3,Y,No,12,3,3,80,1,20,1,3,20,2,7,0
240,48.0,Yes,Travel_Rarely,856,Sales,19,1,Technical Degree,1,3,Male,34,1,5,Manager,3,Married,14019.0,12548,7,Y,Yes,24,3,3,80,2,18,4,4,18,10,4,0
241,46.0,No,Non-Travel,1416,Human Resources,22,3,Other,1,2,Male,95,1,2,Manager,1,Married,15017.0,5973,4,Y,No,20,3,2,80,0,3,0,1,3,2,7,0
242,43.0,No,Travel_Frequently,616,Human Resources,25,2,Marketing,1,4,Male,75,2,4,Human Resources,2,Married,4684.0,15020,0,Y,No,17,3,1,80,2,12,0,4,12,5,11,1
243,35.0,Yes,Travel_Rarely,304,Human Resources,14,5,Other,1,1,Female,94,2,2,Manager,2,Married,10538.0,12775,6,Y,No,11,3,1,80,0,17,2,1,17,5,15,2
244,49.0,Yes,Travel_Frequently,1303,Research & Development,10,4,Other,1,4,Male,95,4,2,Healthcare Representative,1,Married,4026.0,6471,3,Y,Yes,17,3,2,80,2,28,2,4,28,14,0,8
245,39.0,No,Travel_Rarely,189,Sales,10,5,Human Resources,1,4,Female,55,2,3,Sales Representative,3,Divorced,19999.0,22621,9,Y,No,23,3,1,80,1,24,6,3,24,6,12,2
246,55.0,Yes,Travel_Rarely,599,Human Resources,8,5,Human Resources,1,3,Male,60,1,1,Manager,4,Single,9427.0,5123,4,Y,No,18,3,2,80,3,12,1,3,12,10,9,7
247,34.0,No,Non-Travel,1231,Research & Development,14,4,Human Resources,1,3,Male,80,3,3,Laboratory Technician,2,Married,7797.0,13333,5,Y,No,21,3,4,80,2,26,4,1,26,26,8,24
248,40.0,No,Travel_Rarely,1313,Human Resources,13,4,Life Sciences,1,4,Female,70,4,1,Manager,1,Married,6949.0,20691,6,Y,No,23,3,1,80,1,18,6,4,18,16,3,2
249,41.0,No,Travel_Rarely,1303,Human Resources,6,4,Marketing,1,4,Male,80,1,5,Human Resources,1,Married,18045.0,8003,1,Y,No,24,4,3,80,3,0,6,4,0,0,8,0
250,25.0,No,Travel_Rarely,1143,Research & Development,21,2,Marketing,1,1,Male,48,2,3,Research Director,3,Divorced,17942.0,5790,0,Y,No,12,3,2,80,1,37,0,1,37,17,15,11
251,58.0,Yes,Travel_Rarely,1482,Sales,13,1,Human Resources,1,2,Female,32,3,4,Sales Executive,2,Divorced,7249.0,24319,2,Y,No,14,3,3,80,3,18,1,4,18,18,7,2
252,23.0,Yes,Travel_Rarely,106,Research & Development,3,1,Technical Degree,1,2,Male,67,3,1,Research Scientist,1,Married,14739.0,8521,9,Y,Yes,17,3,3,80,0,0,4,2,0,0,7,0
253,22.0,Yes,Travel_Rarely,421,Research & Development,28,4,Life Sciences,1,4,Male,99,2,3,Laboratory Technician,2,Single,10456.0,5110,0,Y,Yes,11,3,1,80,2,39,1,3,39,26,12,14
254,46.0,Yes,Travel_Rarely,367,Research & Development,20,5,Technical Degree,1,3,Male,74,1,4,Manager,4,Single,15181.0,26923,3,Y,No,16,3,2,80,1,16,0,3,16,7,11,0
255,45.0,Yes,Travel_Rarely,395,Sales,29,3,Medical,1,2,Male,70,3,2,Sales Representative,1,Married,16730.0,3601,5,Y,No,15,3,4,80,2,20,2,1,20,19,1,17
256,28.0,No,Travel_Rarely,669,Research & Development,13,4,Marketing,1,4,Male,54,3,5,Research Scientist,1,Divorced,4659.0,13788,4,Y,No,21,3,3,80,0,21,2,4,21,7,14,7
257,18.0,Yes,Travel_Rarely,363,Human Resources,23,5,Marketing,1,3,Male,79,2,5,Human Resources,4,Single,5616.0,22161,3,Y,No,16,3,3,80,0,14,2,1,14,4,14,2
258,60.0,No,Travel_Rarely,189,Research & Development,23,5,Technical Degree,1,1,Female,30,3,2,Healthcare Representative,1,Single,19659.0,23307,6,Y,No,18,4,4,80,2,38,3,2,38,28,13,6
259,36.0,Yes,Travel_Rarely,952,Research & Development,19,2,Life Sciences,1,2,Female,83,3,3,Research Scientist,3,Single,11068.0,14712,5,Y,No,21,3,2,80,1,38,1,4,38,20,2,4
260,26.0,No,Travel_Rarely,1384,Sales,16,2,Marketing,1,1,Female,42,3,2,Manager,4,Divorced,17028.0,24303,2,Y,No,21,3,1,80,1,31,0,2,31,2,9,1
261,44.0,No,Non-Travel,587,Research & Development,4,1,Technical Degree,1,3,Female,69,4,4,Manager,3,Single,3897.0,15747,8,Y,No,11,3,3,80,1,3,1,1,3,2,8,0
262,51.0,Yes,Travel_Frequently,1464,Human Resources,3,1,Other,1,4,Female,50,1,1,Human Resources,4,Married,2293.0,18004,4,Y,No,13,3,1,80,2,31,2,3,31,22,2,15
263,21.0,No,Travel_Rarely,1452,Sales,15,3,Other,1,1,Male,70,1,3,Manager,4,Married,16820.0,22162,9,Y,No,21,3,2,80,1,3,5,2,3,2,13,2
264,53.0,No,Non-Travel,500,Research & Development,15,3,Life Sciences,1,4,Female,90,2,1,Healthcare Representative,3,Divorced,18545.0,10513,0,Y,No,23,4,4,80,1,0,5,4,0,0,13,0
265,35.0,No,Travel_Rarely,456,Research & Development,18,3,Technical Degree,1,2,Female,62,1,2,Manufacturing Director,4,Married,4920.0,12489,5,Y,Yes,19,3,1,80,3,32,1,1,32,26,7,24
266,32.0,Yes,Travel_Frequently,854,Research & Development,22,3,Other,1,1,Female,58,3,5,Manager,2,Married,6693.0,24247,4,Y,Yes,22,3,2,80,1,6,4,1,6,0,4,0
267,30.0,Yes,Non-Travel,598,Research & Development,7,5,Life Sciences,1,2,Male,84,1,1,Research Director,3,Single,14337.0,18563,9,Y,No,18,3,1,80,0,8,5,1,8,8,13,6
268,36.0,No,Travel_Rarely,933,Research & Development,20,5,Human Resources,1,2,Male,61,4,1,Healthcare Representative,4,Married,11347.0,22349,7,Y,No,14,4,1,80,1,0,5,3,0,0,6,0
269,,No,Travel_Frequently,534,Research & Development,5,1,Life Sciences,1,2,Male,40,3,5,Healthcare Representative,3,Married,5864.0,15291,3,Y,Yes,21,3,3,80,2,15,1,1,15,0,3,0
270,29.0,Yes,Travel_Frequently,218,Sales,8,2,Medical,1,2,Female,81,3,1,Sales Executive,4,Divorced,12696.0,26604,0,Y,No,24,4,1,80,2,17,6,1,17,0,7,0
271,54.0,No,Travel_Frequently,1170,Research & Development,25,2,Human Resources,1,2,Male,65,4,1,Research Scientist,4,Single,9444.0,18037,1,Y,No,20,4,3,80,1,5,3,3,5,1,3,0
272,34.0,No,Travel_Rarely,1291,Research & Development,23,4,Technical Degree,1,3,Female,60,4,5,Manager,2,Single,16338.0,17685,7,Y,No,19,3,2,80,2,1,3,1,1,1,4,0
273,40.0,No,Travel_Rarely,1122,Research & Development,10,5,Human Resources,1,1,Male,43,1,5,Research Director,2,Single,12463.0,10929,9,Y,No,17,3,2,80,2,8,2,1,8,4,13,2
274,43.0,No,Non-Travel,447,Human Resources,1,3,Human Resources,1,4,Male,92,1,2,Manager,2,Married,18910.0,5719,7,Y,No,12,3,3,80,1,3,0,2,3,0,0,0
