EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Label,PerformanceRating_Label,JobSatisfaction_Label,EnvironmentSatisfaction_Label,WorkLifeBalance_Label,TenureBucket,AgeGroup,IncomeBand,AttritionFlag,SatisfactionIndex,HighRisk,AttritionProb,RiskTier
95,44,Yes,Travel_Rarely,598,Research & Development,6,4,Life Sciences,1,Male,48,3,1,Research Director,2,Married,5612,11876,6,No,21,3,1,0,17,2,1,17,13,1,12,Master,Excellent,Medium,Low,Low,10-20 yrs,36-45,3K-6K,1,1.25,1,0.6269,High
96,35,No,Travel_Rarely,1076,Research & Development,5,3,Technical Degree,3,Male,48,4,3,Healthcare Representative,2,Married,17217,16440,9,No,25,3,2,1,31,4,1,31,25,13,23,Bachelor,Excellent,Medium,High,Low,20+ yrs,26-35,15K+,0,2.0,1,0.2395,Low
97,45,No,Travel_Rarely,1441,Research & Development,13,1,Other,1,Male,72,1,4,Manufacturing Director,1,Divorced,15145,8346,1,No,14,3,3,0,32,0,4,32,28,7,27,Below College,Excellent,Low,Low,Very High,20+ yrs,36-45,15K+,0,2.25,1,0.3282,Medium
98,21,No,Travel_Rarely,422,Research & Development,16,1,Life Sciences,3,Male,90,3,5,Laboratory Technician,1,Married,4408,17869,8,No,14,3,1,3,35,2,2,35,7,6,7,Below College,Excellent,Low,High,Medium,20+ yrs,18-25,3K-6K,0,1.75,1,0.3609,Medium
99,24,No,Travel_Rarely,1353,Sales,21,5,Human Resources,2,Male,99,2,1,Sales Representative,2,Married,18028,5166,7,No,15,3,4,2,27,3,1,27,1,1,0,Doctor,Excellent,Medium,Medium,Low,20+ yrs,18-25,15K+,0,2.25,1,0.4822,Medium
100,52,No,Travel_Rarely,1467,Sales,9,5,Medical,1,Male,94,2,5,Sales Representative,4,Married,14895,9344,9,No,18,3,4,2,15,4,4,15,7,0,1,Doctor,Excellent,Very High,Low,Very High,10-20 yrs,46-55,10K-15K,0,3.25,0,0.324,Medium
101,26,No,Travel_Rarely,1494,Sales,12,4,Technical Degree,1,Male,52,2,5,Sales Representative,4,Married,19050,18448,9,Yes,20,3,2,1,15,3,3,15,0,3,0,Master,Excellent,Very High,Low,High,10-20 yrs,26-35,15K+,0,2.5,1,0.4703,Medium
102,25,No,Travel_Rarely,655,Research & Development,10,1,Life Sciences,3,Male,89,4,2,Research Scientist,2,Divorced,10971,23032,8,No,11,3,4,2,17,4,2,17,3,1,1,Below College,Excellent,Medium,High,Medium,10-20 yrs,18-25,10K-15K,0,2.75,1,0.351,Medium
103,34,No,Travel_Rarely,1415,Research & Development,26,4,Marketing,4,Female,39,3,3,Research Director,2,Single,9872,22703,8,No,16,4,3,1,7,6,2,7,2,2,1,Master,Outstanding,Medium,Very High,Medium,6-10 yrs,26-35,6K-10K,0,2.75,1,0.2666,Low
104,34,Yes,Non-Travel,1370,Research & Development,13,3,Marketing,4,Female,92,3,1,Healthcare Representative,1,Married,13621,5650,8,Yes,19,3,4,2,15,0,2,15,4,13,2,Bachelor,Excellent,Low,Very High,Medium,10-20 yrs,26-35,10K-15K,1,2.75,1,0.6043,High
105,50,No,Non-Travel,318,Human Resources,19,2,Technical Degree,2,Female,31,4,5,Manager,4,Divorced,10359,16715,2,Yes,20,4,2,2,10,0,3,10,4,14,0,College,Outstanding,Very High,Medium,High,6-10 yrs,46-55,10K-15K,0,2.75,1,0.3172,Medium
106,49,No,Travel_Rarely,633,Sales,16,1,Marketing,1,Female,65,3,5,Sales Executive,2,Divorced,9246,8398,6,Yes,18,3,1,0,5,4,1,5,4,1,2,Below College,Excellent,Medium,Low,Low,3-6 yrs,46-55,6K-10K,0,1.25,1,0.4469,Medium
107,25,No,Travel_Frequently,741,Research & Development,17,3,Life Sciences,1,Female,86,3,3,Manager,1,Married,1526,4015,0,No,25,3,2,0,0,2,2,0,0,13,0,Bachelor,Excellent,Low,Low,Medium,<1 yr,18-25,<3K,0,1.5,1,0.4493,Medium
108,36,No,Travel_Rarely,618,Research & Development,16,1,Life Sciences,3,Male,95,3,5,Manufacturing Director,1,Married,2202,17940,8,Yes,12,3,4,3,11,2,4,11,11,8,1,Below College,Excellent,Low,High,Very High,10-20 yrs,36-45,<3K,0,3.0,1,0.4269,Medium
109,55,No,Travel_Rarely,1473,Sales,14,5,Marketing,4,Male,49,4,5,Manager,4,Single,18787,6024,8,Yes,17,3,2,1,37,2,2,37,23,3,9,Doctor,Excellent,Very High,Very High,Medium,20+ yrs,46-55,15K+,0,3.0,1,0.4169,Medium
110,20,No,Travel_Rarely,143,Sales,16,4,Marketing,4,Female,71,4,5,Manager,1,Married,12342,24698,2,No,15,3,4,3,27,1,4,27,18,15,17,Master,Excellent,Low,Very High,Very High,20+ yrs,18-25,10K-15K,0,3.25,1,0.2897,Low
111,22,Yes,Travel_Rarely,164,Sales,24,5,Human Resources,2,Female,50,2,5,Sales Representative,1,Divorced,19999,10804,4,No,12,3,2,0,16,5,2,16,11,0,11,Doctor,Excellent,Low,Medium,Medium,10-20 yrs,18-25,15K+,1,1.75,1,0.457,Medium
112,30,No,Travel_Frequently,345,Sales,15,2,Medical,4,Female,95,4,2,Manager,3,Married,12366,10843,7,Yes,21,3,1,1,0,5,4,0,0,7,0,College,Excellent,High,Very High,Very High,<1 yr,26-35,10K-15K,0,3.0,1,0.4355,Medium
113,48,No,Travel_Rarely,1086,Human Resources,12,5,Technical Degree,4,Female,67,4,2,Human Resources,2,Single,7009,15005,5,No,11,3,4,0,31,5,4,31,19,3,0,Doctor,Excellent,Medium,Very High,Very High,20+ yrs,46-55,6K-10K,0,3.5,1,0.285,Low
114,33,No,Travel_Rarely,1194,Research & Development,5,1,Life Sciences,4,Male,98,2,4,Research Scientist,4,Single,4032,3387,9,No,12,3,3,1,7,2,4,7,0,15,0,Below College,Excellent,Very High,Very High,Very High,6-10 yrs,26-35,3K-6K,0,3.75,0,0.3222,Medium
115,49,No,Travel_Rarely,257,Research & Development,11,5,Technical Degree,3,Female,53,4,1,Laboratory Technician,2,Single,11958,23563,9,No,21,3,3,2,39,0,3,39,6,13,2,Doctor,Excellent,Medium,High,High,20+ yrs,46-55,10K-15K,0,2.75,1,0.2976,Low
116,39,No,Travel_Rarely,1037,Research & Development,5,1,Human Resources,4,Female,55,3,3,Research Director,3,Single,12334,24982,8,No,20,3,3,3,23,6,3,23,16,9,15,Below College,Excellent,High,Very High,High,20+ yrs,36-45,10K-15K,0,3.25,0,0.3111,Medium
117,46,Yes,Travel_Rarely,1148,Research & Development,24,2,Life Sciences,2,Male,31,1,4,Laboratory Technician,4,Single,4875,24863,2,Yes,16,3,3,3,9,1,3,9,1,10,1,College,Excellent,Very High,Medium,High,6-10 yrs,46-55,3K-6K,1,3.0,1,0.6978,High
118,39,Yes,Travel_Rarely,924,Sales,24,5,Human Resources,4,Female,75,2,2,Sales Representative,2,Married,11972,6763,6,No,21,3,4,1,38,2,1,38,6,10,6,Doctor,Excellent,Medium,Very High,Low,20+ yrs,36-45,10K-15K,1,2.75,1,0.4666,Medium
119,60,No,Non-Travel,1346,Research & Development,11,4,Human Resources,2,Male,63,1,2,Manager,1,Single,17145,22493,5,No,22,3,4,3,38,0,4,38,16,7,14,Master,Excellent,Low,Medium,Very High,20+ yrs,55+,15K+,0,2.75,1,0.2798,Low
120,20,Yes,Travel_Rarely,259,Research & Development,2,4,Other,3,Female,91,1,2,Research Scientist,4,Single,1592,7535,4,Yes,18,3,1,0,9,1,1,9,2,7,0,Master,Excellent,Very High,High,Low,6-10 yrs,18-25,<3K,1,2.25,1,0.6784,High
121,27,No,Travel_Rarely,917,Research & Development,19,4,Marketing,3,Female,70,2,4,Healthcare Representative,3,Married,6143,14020,3,No,13,3,2,3,35,0,3,35,28,15,0,Master,Excellent,High,High,High,20+ yrs,26-35,6K-10K,0,2.75,0,0.3273,Medium
122,59,Yes,Travel_Frequently,1104,Research & Development,26,5,Other,2,Male,44,1,2,Research Director,1,Single,16501,5128,4,No,15,3,4,1,24,4,4,24,21,8,20,Doctor,Excellent,Low,Medium,Very High,20+ yrs,55+,15K+,1,2.75,1,0.5985,Medium
123,38,No,Travel_Rarely,174,Research & Development,26,5,Technical Degree,3,Female,84,1,4,Laboratory Technician,3,Single,10929,23250,3,No,25,3,3,3,9,0,1,9,5,13,0,Doctor,Excellent,High,High,Low,6-10 yrs,36-45,10K-15K,0,2.5,0,0.4374,Medium
124,33,Yes,Travel_Rarely,237,Sales,17,5,Technical Degree,1,Male,32,2,2,Manager,1,Single,19840,7085,2,No,21,3,4,3,18,1,3,18,10,11,1,Doctor,Excellent,Low,Low,High,10-20 yrs,26-35,15K+,1,2.25,1,0.5433,Medium
125,29,No,Travel_Rarely,578,Sales,19,1,Marketing,1,Female,67,2,5,Manager,2,Single,9954,13297,6,No,12,3,3,0,14,2,1,14,12,15,0,Below College,Excellent,Medium,Low,Low,10-20 yrs,26-35,6K-10K,0,1.75,1,0.44,Medium
126,39,No,Non-Travel,652,Research & Development,12,2,Other,1,Male,80,3,5,Research Director,2,Married,1164,18921,5,No,22,4,1,2,15,5,1,15,1,9,0,College,Outstanding,Medium,Low,Low,10-20 yrs,36-45,<3K,0,1.25,1,0.3793,Medium
127,58,Yes,Travel_Rarely,1426,Research & Development,20,4,Technical Degree,1,Female,46,2,1,Manager,2,Single,2461,26313,3,No,18,3,2,0,1,1,3,1,1,6,1,Master,Excellent,Medium,Low,High,<1 yr,55+,<3K,1,2.0,1,0.708,High
128,41,Yes,Travel_Rarely,486,Research & Development,27,1,Other,1,Male,78,4,2,Manager,3,Married,13056,23415,8,No,14,3,4,3,28,2,4,28,21,15,9,Below College,Excellent,High,Low,Very High,20+ yrs,36-45,10K-15K,1,3.0,1,0.4958,Medium
129,52,No,Non-Travel,571,Sales,23,4,Marketing,3,Female,50,1,1,Sales Executive,4,Divorced,18781,18257,0,No,21,3,2,3,3,2,2,3,1,3,1,Master,Excellent,Very High,High,Medium,1-3 yrs,46-55,15K+,0,2.75,0,0.3044,Medium
130,47,Yes,Travel_Rarely,1457,Research & Development,25,1,Life Sciences,2,Male,53,2,4,Manager,2,Married,11239,7998,0,No,20,3,3,2,28,6,2,28,4,11,4,Below College,Excellent,Medium,Medium,Medium,20+ yrs,46-55,10K-15K,1,2.25,1,0.6748,High
131,47,Yes,Travel_Rarely,408,Research & Development,28,5,Human Resources,3,Female,69,3,1,Healthcare Representative,3,Married,4579,16023,8,No,22,3,3,2,30,3,1,30,29,11,7,Doctor,Excellent,High,High,Low,20+ yrs,46-55,3K-6K,1,2.5,1,0.5244,Medium
132,52,Yes,Travel_Rarely,986,Sales,5,4,Human Resources,4,Female,49,2,2,Sales Executive,1,Divorced,2307,13369,6,No,16,3,2,0,16,6,1,16,14,13,7,Master,Excellent,Low,Very High,Low,10-20 yrs,46-55,<3K,1,2.0,1,0.613,High
133,36,Yes,Non-Travel,800,Sales,12,5,Other,1,Female,64,1,4,Sales Representative,2,Married,18814,26063,1,No,13,4,1,2,9,4,1,9,4,1,4,Doctor,Outstanding,Medium,Low,Low,6-10 yrs,36-45,15K+,1,1.25,1,0.6213,High
134,25,No,Travel_Rarely,1286,Research & Development,16,4,Technical Degree,1,Female,77,2,4,Research Scientist,1,Single,3010,12514,9,No,21,3,2,0,26,3,4,26,19,5,11,Master,Excellent,Low,Low,Very High,20+ yrs,18-25,3K-6K,0,2.0,1,0.4034,Medium
135,43,No,Travel_Rarely,1099,Human Resources,1,3,Other,3,Female,62,1,5,Human Resources,2,Married,19573,20421,4,No,25,3,2,1,40,5,1,40,22,14,6,Bachelor,Excellent,Medium,High,Low,20+ yrs,36-45,15K+,0,2.0,1,0.3605,Medium
136,57,Yes,Travel_Rarely,1051,Research & Development,2,1,Other,4,Male,85,2,4,Laboratory Technician,1,Divorced,3011,11154,3,Yes,18,3,4,3,14,1,1,14,3,3,0,Below College,Excellent,Low,Very High,Low,10-20 yrs,55+,3K-6K,1,2.5,1,0.6431,High
137,24,No,Travel_Frequently,1178,Research & Development,10,3,Medical,3,Male,70,3,4,Laboratory Technician,3,Married,18606,3243,0,No,18,4,4,2,30,3,1,30,20,14,12,Bachelor,Outstanding,High,High,Low,20+ yrs,18-25,15K+,0,2.75,0,0.2316,Low
138,47,Yes,Travel_Rarely,885,Research & Development,2,1,Human Resources,2,Male,83,4,1,Research Scientist,2,Single,12183,25501,8,No,13,3,3,1,20,5,3,20,20,14,16,Below College,Excellent,Medium,Medium,High,10-20 yrs,46-55,10K-15K,1,2.5,1,0.5275,Medium
139,24,No,Travel_Rarely,404,Research & Development,25,2,Marketing,1,Female,73,3,4,Research Director,3,Married,11190,12061,5,No,22,3,4,1,40,2,2,40,0,5,0,College,Excellent,High,Low,Medium,20+ yrs,18-25,10K-15K,0,2.5,0,0.5698,Medium
140,20,No,Travel_Rarely,201,Human Resources,10,4,Other,3,Female,40,2,3,Manager,3,Divorced,14400,21514,5,Yes,19,3,1,0,25,1,2,25,14,15,3,Master,Excellent,High,High,Medium,20+ yrs,18-25,10K-15K,0,2.25,1,0.3372,Medium
141,18,No,Travel_Rarely,874,Human Resources,23,2,Medical,2,Male,43,1,5,Manager,1,Single,1268,23863,3,No,20,3,1,0,37,3,3,37,16,7,9,College,Excellent,Low,Medium,High,20+ yrs,18-25,<3K,0,1.75,1,0.442,Medium
142,53,Yes,Travel_Rarely,1331,Sales,18,2,Medical,1,Female,71,3,5,Sales Executive,2,Married,5207,3653,1,No,23,3,1,2,35,0,4,35,13,2,2,College,Excellent,Medium,Low,Very High,20+ yrs,46-55,3K-6K,1,2.0,1,0.6285,High
143,42,No,Travel_Rarely,1438,Research & Development,1,1,Human Resources,1,Female,41,4,4,Laboratory Technician,4,Single,8055,26688,7,No,15,4,3,0,16,5,4,16,1,0,1,Below College,Outstanding,Very High,Low,Very High,10-20 yrs,36-45,6K-10K,0,3.0,0,0.2999,Low
144,54,Yes,Travel_Rarely,1172,Research & Development,5,3,Human Resources,1,Female,46,4,1,Manufacturing Director,4,Married,18170,9974,7,No,20,3,1,1,2,5,4,2,1,4,0,Bachelor,Excellent,Very High,Low,Very High,1-3 yrs,46-55,15K+,1,2.5,1,0.5644,Medium
145,18,No,Travel_Rarely,671,Sales,12,5,Human Resources,4,Male,54,1,5,Sales Executive,3,Single,19999,11491,2,No,19,3,1,1,13,4,3,13,12,15,10,Doctor,Excellent,High,Very High,High,10-20 yrs,18-25,15K+,0,2.75,0,0.4058,Medium
146,32,No,Travel_Rarely,247,Sales,17,1,Marketing,3,Male,55,2,5,Sales Representative,1,Single,5467,4304,6,No,17,4,4,3,12,0,2,12,0,11,0,Below College,Outstanding,Low,High,Medium,10-20 yrs,26-35,3K-6K,0,2.5,1,0.4507,Medium
147,54,No,Travel_Rarely,1334,Research & Development,25,5,Medical,1,Male,76,3,3,Manufacturing Director,1,Divorced,3583,25304,6,No,25,3,3,1,40,1,2,40,5,14,2,Doctor,Excellent,Low,Low,Medium,20+ yrs,46-55,3K-6K,0,1.75,1,0.3485,Medium
148,30,Yes,Travel_Rarely,1495,Research & Development,19,2,Technical Degree,1,Female,54,3,4,Healthcare Representative,1,Married,8213,13498,4,No,25,3,2,2,26,3,1,26,20,2,17,College,Excellent,Low,Low,Low,20+ yrs,26-35,6K-10K,1,1.25,1,0.6275,High
149,57,Yes,Non-Travel,696,Sales,18,5,Marketing,2,Male,89,1,5,Manager,2,Married,12084,14338,4,No,25,3,1,3,0,2,2,0,0,5,0,Doctor,Excellent,Medium,Medium,Medium,<1 yr,55+,10K-15K,1,1.75,1,0.6493,High
150,25,Yes,Travel_Rarely,1077,Sales,13,3,Life Sciences,3,Male,89,3,5,Sales Representative,2,Married,8300,5814,7,No,20,3,4,0,16,3,4,16,4,14,4,Bachelor,Excellent,Medium,High,Very High,10-20 yrs,18-25,6K-10K,1,3.25,1,0.6216,High
151,22,Yes,Travel_Rarely,1170,Human Resources,22,1,Other,2,Female,56,1,5,Human Resources,1,Single,13238,26796,3,No,13,3,2,3,33,6,4,33,6,2,0,Below College,Excellent,Low,Medium,Very High,20+ yrs,18-25,10K-15K,1,2.25,1,0.6966,High
152,26,Yes,Travel_Rarely,598,Sales,3,3,Human Resources,3,Female,72,1,5,Sales Representative,4,Married,3403,14509,0,No,16,4,1,1,13,1,1,13,0,0,0,Bachelor,Outstanding,Very High,High,Low,10-20 yrs,26-35,3K-6K,1,2.25,1,0.6213,High
153,18,No,Travel_Rarely,254,Sales,21,3,Medical,1,Female,49,2,1,Manager,4,Single,9262,7038,0,No,20,3,2,2,16,1,1,16,12,8,7,Bachelor,Excellent,Very High,Low,Low,10-20 yrs,18-25,6K-10K,0,2.0,0,0.3403,Medium
154,53,Yes,Non-Travel,329,Research & Development,10,1,Other,4,Male,92,1,2,Healthcare Representative,2,Married,9201,18025,8,Yes,12,3,2,0,2,1,2,2,2,4,2,Below College,Excellent,Medium,Very High,Medium,1-3 yrs,46-55,6K-10K,1,2.5,1,0.6788,High
155,52,Yes,Non-Travel,1423,Human Resources,14,3,Marketing,2,Male,54,3,3,Manager,1,Single,7701,15365,3,No,16,3,3,0,33,1,1,33,0,12,0,Bachelor,Excellent,Low,Medium,Low,20+ yrs,46-55,6K-10K,1,1.75,1,0.5189,Medium
156,19,No,Travel_Rarely,257,Sales,8,4,Life Sciences,4,Female,56,1,1,Sales Executive,4,Married,4724,5781,0,No,22,3,3,1,39,6,1,39,12,14,0,Master,Excellent,Very High,Very High,Low,20+ yrs,18-25,3K-6K,0,3.0,0,0.3622,Medium
157,57,No,Travel_Rarely,1022,Research & Development,10,4,Marketing,4,Male,81,3,3,Laboratory Technician,4,Divorced,18355,3958,1,Yes,15,3,1,2,24,5,3,24,10,15,1,Master,Excellent,Very High,Very High,High,20+ yrs,55+,15K+,0,3.0,1,0.316,Medium
158,40,No,Travel_Frequently,1370,Research & Development,2,4,Marketing,4,Male,39,1,5,Research Director,2,Divorced,15262,19680,9,No,23,3,1,1,1,3,2,1,0,12,0,Master,Excellent,Medium,Very High,Medium,<1 yr,36-45,15K+,0,2.25,1,0.3993,Medium
159,26,No,Travel_Rarely,667,Sales,28,5,Technical Degree,3,Male,79,2,3,Manager,2,Married,3745,8341,6,Yes,13,3,3,1,33,0,4,33,6,1,2,Doctor,Excellent,Medium,High,Very High,20+ yrs,26-35,3K-6K,0,3.0,1,0.5101,Medium
160,51,Yes,Travel_Rarely,1274,Research & Development,13,3,Other,3,Male,59,2,4,Research Scientist,4,Single,4582,24107,1,No,24,3,1,2,25,2,3,25,19,1,2,Bachelor,Excellent,Very High,High,High,20+ yrs,46-55,3K-6K,1,2.75,1,0.5175,Medium
161,31,No,Non-Travel,398,Research & Development,5,1,Technical Degree,4,Male,30,1,4,Manufacturing Director,1,Married,12381,11224,0,No,25,3,1,1,30,2,4,30,2,10,1,Below College,Excellent,Low,Very High,Very High,20+ yrs,26-35,10K-15K,0,2.5,1,0.4548,Medium
162,21,No,Travel_Rarely,1177,Research & Development,11,1,Marketing,1,Male,83,1,2,Healthcare Representative,4,Divorced,8656,7082,9,No,17,3,3,2,8,4,1,8,8,13,7,Below College,Excellent,Very High,Low,Low,6-10 yrs,18-25,6K-10K,0,2.25,0,0.2727,Low
163,47,No,Travel_Rarely,1346,Research & Development,24,5,Life Sciences,1,Male,33,1,2,Laboratory Technician,4,Single,8040,22706,8,No,21,3,2,2,29,5,1,29,0,8,0,Doctor,Excellent,Very High,Low,Low,20+ yrs,46-55,6K-10K,0,2.0,0,0.3744,Medium
164,48,No,Travel_Rarely,865,Research & Development,1,1,Medical,4,Male,36,2,3,Research Scientist,1,Divorced,6585,9301,4,Yes,14,3,1,1,19,1,4,19,7,11,5,Below College,Excellent,Low,Very High,Very High,10-20 yrs,46-55,6K-10K,0,2.5,1,0.43,Medium
165,55,No,Non-Travel,664,Sales,26,4,Medical,2,Female,59,4,1,Manager,2,Married,5816,16275,3,No,21,3,4,1,20,1,3,20,16,15,13,Master,Excellent,Medium,Medium,High,10-20 yrs,46-55,3K-6K,0,2.75,1,0.3035,Medium
166,28,No,Travel_Rarely,566,Research & Development,10,3,Other,2,Male,94,1,1,Research Director,1,Divorced,2085,17375,3,Yes,24,3,3,3,28,1,3,28,12,0,6,Bachelor,Excellent,Low,Medium,High,20+ yrs,26-35,<3K,0,2.25,1,0.4349,Medium
167,52,Yes,Travel_Rarely,585,Research & Development,27,1,Human Resources,3,Female,58,4,5,Research Scientist,1,Divorced,13512,21612,0,No,16,3,1,0,24,5,3,24,13,9,0,Below College,Excellent,Low,High,High,20+ yrs,46-55,10K-15K,1,2.0,1,0.472,Medium
168,25,Yes,Travel_Rarely,543,Sales,29,1,Human Resources,2,Male,54,1,1,Sales Representative,1,Divorced,13279,24952,2,No,19,3,1,0,37,0,1,37,36,2,22,Below College,Excellent,Low,Medium,Low,20+ yrs,18-25,10K-15K,1,1.25,1,0.613,High
169,20,No,Travel_Rarely,1004,Sales,28,2,Medical,1,Male,69,3,2,Sales Executive,1,Single,8680,19859,0,No,22,3,3,2,24,1,2,24,23,11,4,College,Excellent,Low,Low,Medium,20+ yrs,18-25,6K-10K,0,1.75,1,0.5002,Medium
170,31,No,Travel_Rarely,962,Research & Development,13,2,Marketing,4,Female,55,2,1,Manufacturing Director,2,Single,8829,4407,4,No,24,3,4,3,8,4,1,8,5,12,2,College,Excellent,Medium,Very High,Low,6-10 yrs,26-35,6K-10K,0,2.75,1,0.4321,Medium
171,30,Yes,Non-Travel,1261,Research & Development,28,2,Marketing,2,Male,46,4,5,Healthcare Representative,4,Married,8845,25927,4,No,16,3,4,2,38,4,4,38,22,12,0,College,Excellent,Very High,Medium,Very High,20+ yrs,26-35,6K-10K,1,3.5,1,0.5743,Medium
172,49,No,Travel_Rarely,1025,Sales,4,3,Technical Degree,4,Male,60,4,4,Manager,3,Single,19732,19319,8,No,14,3,3,3,25,0,3,25,23,9,20,Bachelor,Excellent,High,Very High,High,20+ yrs,46-55,15K+,0,3.25,0,0.2352,Low
173,51,Yes,Travel_Rarely,391,Research & Development,21,4,Other,2,Male,90,2,1,Manufacturing Director,2,Single,6461,15245,7,No,25,3,4,2,36,5,2,36,28,10,26,Master,Excellent,Medium,Medium,Medium,20+ yrs,46-55,6K-10K,1,2.5,1,0.5915,Medium
174,36,No,Non-Travel,1333,Sales,10,4,Technical Degree,3,Female,37,4,1,Sales Representative,1,Married,16243,13159,4,Yes,20,3,1,0,15,1,3,15,5,6,0,Master,Excellent,Low,High,High,10-20 yrs,36-45,15K+,0,2.0,1,0.4238,Medium
175,55,No,Non-Travel,851,Research & Development,12,4,Human Resources,1,Male,98,1,2,Research Scientist,4,Married,13104,7415,4,No,25,3,4,3,36,6,1,36,26,13,9,Master,Excellent,Very High,Low,Low,20+ yrs,46-55,10K-15K,0,2.5,0,0.2953,Low
176,33,No,Non-Travel,1334,Sales,14,3,Medical,3,Male,30,4,3,Sales Representative,4,Married,17215,4245,6,Yes,12,3,1,1,11,3,2,11,5,0,3,Bachelor,Excellent,Very High,High,Medium,10-20 yrs,26-35,15K+,0,2.5,1,0.318,Medium
177,19,Yes,Non-Travel,974,Research & Development,27,3,Marketing,4,Female,75,1,4,Research Director,1,Married,19733,24073,1,Yes,19,3,2,1,23,3,2,23,20,1,19,Bachelor,Excellent,Low,Very High,Medium,20+ yrs,18-25,15K+,1,2.25,1,0.6403,High
178,57,Yes,Travel_Rarely,762,Research & Development,3,2,Medical,1,Male,49,4,3,Research Director,2,Single,13798,22721,6,Yes,25,3,4,0,25,2,1,25,7,13,0,College,Excellent,Medium,Low,Low,20+ yrs,55+,10K-15K,1,2.0,1,0.6598,High
179,34,No,Travel_Frequently,1247,Human Resources,28,1,Life Sciences,1,Male,69,3,5,Human Resources,1,Divorced,4345,8572,0,No,24,3,2,3,19,0,3,19,12,5,1,Below College,Excellent,Low,Low,High,10-20 yrs,26-35,3K-6K,0,1.75,1,0.4002,Medium
180,51,No,Travel_Rarely,1019,Sales,2,5,Medical,3,Male,31,4,5,Sales Representative,4,Single,9918,5950,4,No,14,3,3,1,8,3,3,8,1,8,0,Doctor,Excellent,Very High,High,High,6-10 yrs,46-55,6K-10K,0,3.25,0,0.3041,Medium
181,59,No,Travel_Rarely,1008,Research & Development,28,5,Life Sciences,2,Female,90,4,3,Research Scientist,4,Married,8523,21042,5,No,14,3,4,1,22,2,3,22,22,11,15,Doctor,Excellent,Very High,Medium,High,20+ yrs,55+,6K-10K,0,3.25,0,0.3254,Medium
182,33,No,Travel_Rarely,223,Sales,19,1,Technical Degree,3,Male,59,1,2,Sales Representative,2,Married,9609,24533,9,No,12,3,1,1,38,4,1,38,30,8,14,Below College,Excellent,Medium,High,Low,20+ yrs,26-35,6K-10K,0,1.75,1,0.356,Medium
183,55,Yes,Travel_Rarely,167,Human Resources,11,2,Technical Degree,4,Male,59,2,2,Manager,3,Divorced,15209,12006,0,Yes,25,3,4,0,28,2,4,28,3,11,3,College,Excellent,High,Very High,Very High,20+ yrs,46-55,15K+,1,3.75,1,0.5906,Medium
184,19,Yes,Non-Travel,574,Research & Development,21,1,Human Resources,2,Male,74,3,2,Manufacturing Director,1,Single,2424,9485,8,No,15,3,3,2,30,1,4,30,16,7,12,Below College,Excellent,Low,Medium,Very High,20+ yrs,18-25,<3K,1,2.5,1,0.4469,Medium
185,19,No,Travel_Rarely,457,Sales,7,1,Medical,3,Female,53,2,4,Manager,3,Married,14906,21667,8,No,23,3,3,1,18,1,3,18,4,13,1,Below College,Excellent,High,High,High,10-20 yrs,18-25,10K-15K,0,3.0,0,0.3031,Medium
186,43,No,Travel_Rarely,1469,Research & Development,18,5,Medical,3,Male,85,1,5,Research Director,4,Married,11422,19680,0,Yes,16,4,1,1,19,4,2,19,2,2,1,Doctor,Outstanding,Very High,High,Medium,10-20 yrs,36-45,10K-15K,0,2.5,1,0.3479,Medium
187,30,Yes,Non-Travel,620,Research & Development,29,2,Life Sciences,2,Female,90,3,5,Laboratory Technician,3,Single,8989,3647,3,No,20,3,4,2,22,0,4,22,3,1,1,College,Excellent,High,Medium,Very High,20+ yrs,26-35,6K-10K,1,3.25,1,0.5948,Medium
188,48,Yes,Travel_Rarely,932,Research & Development,14,3,Technical Degree,2,Male,42,4,5,Manufacturing Director,1,Married,6299,17045,7,No,16,4,2,1,26,5,3,26,22,0,17,Bachelor,Outstanding,Low,Medium,High,20+ yrs,46-55,6K-10K,1,2.0,1,0.5491,Medium
189,51,No,Travel_Rarely,723,Research & Development,7,5,Life Sciences,2,Female,85,2,4,Laboratory Technician,1,Divorced,16742,26935,1,No,13,3,3,3,29,1,4,29,4,10,1,Doctor,Excellent,Low,Medium,Very High,20+ yrs,46-55,15K+,0,2.5,1,0.3607,Medium
190,56,No,Travel_Rarely,1451,Sales,22,3,Technical Degree,3,Female,44,2,5,Sales Representative,4,Divorced,4094,21836,7,No,22,3,3,1,20,1,3,20,13,10,1,Bachelor,Excellent,Very High,High,High,10-20 yrs,55+,3K-6K,0,3.25,0,0.3093,Medium
191,20,Yes,Non-Travel,1453,Sales,7,2,Life Sciences,2,Male,40,2,3,Sales Executive,2,Single,3579,11356,9,No,25,3,1,2,34,2,4,34,14,8,2,College,Excellent,Medium,Medium,Very High,20+ yrs,18-25,3K-6K,1,2.25,1,0.583,Medium
